X,Y,OBJECTID,CafeID,InspectionID,CafeName,InspectionDate,Status,PermitNumber,ABRANumber,COONumber,COUNumber,CafeDescription,HasSitePlan,HasABRALicense,HasCOO,HasCOU,NumberOfTables,NumberOfADATables,TableSize,NumberOfChairs,HasFence,IsVisibleToPublic,HasCovering,NumberOfUmbrella,UmbrellaClearanceWhenOpen,ClearanceOfAwning,FenceHeight,NumberOfGates,WidthOfGate,GateTypeCode,HeightOfPlanter,OtherBorder,WidthOfCafe,DepthOfCafe,TotalSquareFootage,WidthOfAisle,LengthOfClearSidewalkPath,DistanceToNearestIntersection,NameOfIntersection,DistanceToNearestCrosswalk,HasStreetTreeWithIn20ft,IsTreeGratedWithIn20ft,HasBusStopWithIn20ft,HasBusShelterWithIn20ft,HasStreetLightWithIn20ft,HasTrashCanWithIn20ft,HasTrafficSignalWithIn20ft,HasParkingMeterWithIn20ft,HasLoadingZoneWithIn20FtOfCurb,HasMetParkingWithIn20FtOfCurb,HasEnteranceWithIn20FtOfCurb,HasBusZoneWithIn20FtOfCurb,HasNoParkingWithIn20FtOfCurb,HasRushHourAM,HasRushHourPM,ValetParkingName,ValetParkingManager,ValetParkingPermitNumber,ValetParkingSpace,HasValetParkingSign,ParkingSignTypeID,HasFollowUpAppt,DoesCafeOperateInJanuary,DoesCafeOperateInFebruary,DoesCafeOperateInMarch,DoesCafeOperateInApril,DoesCafeOperateInMay,DoesCafeOperateInJune,DoesCafeOperateInJuly,DoesCafeOperateInAugust,DoesCafeOperateInSeptember,DoesCafeOperateInOctober,DoesCafeOperateInNovember,DoesCafeOperateInDecember,StartHourForOpening1,EndHourForOpening1,OperatesOnSunInOpening1,OperatesOnMonInOpening1,OperatesOnTueInOpening1,OperatesOnWedInOpening1,OperatesOnThuInOpening1,OperatesOnFriInOpening1,OperatesOnSatInOpening1,StartHourForOpening2,EndHourForOpening2,OperatesOnSunInOpening2,OperatesOnMonInOpening2,OperatesOnTueInOpening2,OperatesOnWedInOpening2,OperatesOnThuInOpening2,OperatesOnFriInOpening2,OperatesOnSatInOpening2,StartHourOfValetOpening1,EndHourOfValetOpening1,ValetOperatesOnSunInOpening1,ValetOperatesOnMonInOpening1,ValetOperatesOnTueInOpening1,ValetOperatesOnWedInOpening1,ValetOperatesOnThuInOpening1,ValetOperatesOnFriInOpening1,ValetOperatesOnSatInOpening1,StartHourOfValetOpening2,EndHourOfValetOpening2,ValetOperatesOnSunInOpening2,ValetOperatesOnMonInOpening2,ValetOperatesOnTueInOpening2,ValetOperatesOnWedInOpening2,ValetOperatesOnThuInOpening2,ValetOperatesOnFriInOpening2,ValetOperatesOnSatInOpening2,LastUpdateDate,Address,Ward,Quadrant,ANC,SMD,Zoning,ZipCode,NeighborhoodClusters,NeighborhoodNames,BID,AWI,EDZ,NIF,HistoricDistrict,PUD,CFAR,PSA,PD,XCoord,YCoord,OwnerName,InspectionComment,Longitude,Latitude
-77.03330533666221,38.901849650157722,90,1066,1077,siroc restaurant,2012-10-18T12:51:34.000Z,Unknown,,,,,unenclosed,0,0,0,0,15,,3x3,30,1,0,0,,,12,,4,4,,2,,22,18,396,4,10,50,15th and i st nw,50,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,,,,,0,,0,1,1,1,1,1,1,1,1,1,1,1,1, 5:00 PM, 2:00 AM,0,1,1,1,1,1,1,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-18T12:46:02.000Z,915 15TH STREET NW,2,NW,2F,2F03,C-4,20005,Cluster 8,Downtown,Downtown BID,,,,,,,207,2,397111.24,137110.29,siroc restaurant,,-80.02960898,38.86254585
-77.025067107278787,38.896366787102899,91,1067,1078,asia nine,2012-10-18T12:58:39.000Z,Unknown,,,162263,1000226,unenclosed,0,0,1,1,8,,3,16,1,0,1,5,6,,36,3,4,Movable,,,30,8,240,3,6,200,9th st /e st,200,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,,,,,0,,0,1,1,1,1,1,1,1,1,1,1,1,1,11:00 AM,12:00 AM,1,1,1,1,1,1,1,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-18T12:53:01.000Z,915 E STREET NW,2,NW,2C,2C03,DD/C-4,20004,Cluster 8,Penn Quarter,Downtown BID,,,,Pennsylvania Avenue National Historic Site,,,101,1,397825.67,136501.42,asia nine,,-80.03638728,38.85688172
-77.033401532754397,38.902199147210496,92,1068,1079,high noon,2012-10-19T09:48:30.000Z,Unknown,,,,148503,unenclosed,0,0,0,1,2,,2x2,8,0,0,0,,,20,,,,,,,20,15,300,6,23,40,15th and k st nw,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,10:00 AM,10:00 PM,1,1,1,1,1,0,1,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-19T09:41:16.000Z,927 15TH STREET NW,2,NW,2F,2F03,C-4,20005,Cluster 8,Downtown,Downtown BID,,,,,,,207,2,397102.91,137149.09,high noon,,-80.029177,38.86290678
-77.034869997969565,38.902113048417903,93,1069,1080,georgia browns,2012-10-19T09:56:53.000Z,Unknown,,,97075,,unenclosed,0,0,1,0,10,,3x3,20,1,0,1,4,6,10,4,1,4,Bolted,3,,80,10,800,10,10,100,15th and i st nw,100,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,,,,,0,,0,1,1,1,1,1,1,1,1,1,1,1,1,10:00 AM, 2:00 AM,1,1,1,1,1,1,1,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-19T09:50:12.000Z,950 15TH STREET NW,2,NW,2B,2B05,C-4,20005,Cluster 6,Golden Triangle,Downtown BID,,,,,,,207,2,396975.53,137139.58,georgia browns,,-80.02928288,38.86281831
-77.034869997969565,38.902113048417903,94,1069,1081,georgia browns,2012-10-19T10:00:58.000Z,Unknown,,,97075,,unenclosed,0,0,1,0,10,,3x3,20,1,0,1,4,6,10,4,1,4,Bolted,3,,80,10,800,10,10,100,15th and i st nw,100,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,,,,,0,,0,1,1,1,1,1,1,1,1,1,1,1,1,10:00 AM, 2:00 AM,1,1,1,1,1,1,1,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-19T09:50:12.000Z,950 15TH STREET NW,2,NW,2B,2B05,C-4,20005,Cluster 6,Golden Triangle,Downtown BID,,,,,,,207,2,396975.53,137139.58,georgia browns,side bar as 5' hght with 12 chairs,-80.02928288,38.86281831
-77.032397275555567,38.903202600564114,95,1070,1082,restaurant and lounge,2012-10-19T10:08:25.000Z,Unknown,63690,,1100562,,unenclosed,0,0,1,0,2,,3x3,6,0,0,0,,,,,,,,,,25,5,125,6,10,50,14th and k st nw,50,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,,,,,0,,0,0,1,1,1,1,1,1,1,1,1,1,1, 7:00 AM, 7:00 PM,1,1,1,1,1,1,1,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-19T09:59:24.000Z,1012 14TH STREET NW,2,NW,2F,2F03,C-4,20005,Cluster 8,Downtown,Downtown BID,,,,,,,207,2,397190.06,137260.45,restaurant and lounge,round table 21x8  168  4 tables 8 chairs,-80.02793714,38.86394268
-77.043810690142237,38.903183383656298,96,1071,1083,bibimbap,2012-10-19T10:15:34.000Z,Unknown,,,,,unenclosed,0,0,0,0,6,,3x2,18,1,0,0,,,,4,,9,Movable,,,25,23,575,2,11,140,19th and k st nw,140,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,,,,,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,11:00 AM, 8:00 PM,0,1,1,1,1,1,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-19T10:10:24.000Z,1020 19TH STREET NW,2,NW,2B,2B06,C-3-C,20036,Cluster 6,Golden Triangle,Golden Triangle BID,,,,,,,207,2,396200.06,137258.73,bibimbap,,-80.02795629,38.86392668
-77.060967935350504,38.904380467050011,97,1072,1084,canale,2012-10-19T10:23:55.000Z,Unknown,,,0903246,1000121,unenclosed,0,0,1,1,4,,4x4,8,0,0,1,1,7,,,,,,,,26,6,156,,6,100,31st and m st nw,100,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,,,,0,,0,1,1,1,0,0,1,1,1,1,1,1,1,11:30 AM,11:30 PM,1,1,1,1,1,1,1,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-19T10:17:28.000Z,1063 31ST STREET NW,2,NW,2E,2E05,W-1,20007,Cluster 4,Georgetown,Georgetown BID,,,,Georgetown Historic District,,,206,2,394711.93,137392.47,canale,,-80.02646722,38.86517075
-77.061026594440236,38.904623121040586,98,1073,1085,paper moon,2012-10-19T10:32:31.000Z,Unknown,,,99587,,unenclosed,0,0,1,0,9,,3x5,18,1,0,0,,,12,,,,,4,,32,7,224,2,6,100,31st and m st nw,100,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,,,,,0,,0,0,0,0,0,0,1,1,1,1,1,1,0,11:30 AM,10:00 PM,1,1,1,1,1,1,1,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-19T10:26:35.000Z,1073 31ST STREET NW,2,NW,2E,2E05,W-1,20007,Cluster 4,Georgetown,Georgetown BID,,,,Georgetown Historic District,,,206,2,394706.86,137419.41,paper moon,return to update permit info.,-80.02616726,38.86542134
-77.027986504391407,38.929938852924245,99,1074,1086,11th st bar -grill,2012-10-19T10:42:03.000Z,Unknown,26167,,15561,08008,unenclosed,0,1,1,1,8,,2x2,38,1,0,1,8,6,,4,1,4,,,,34,33,1122,3,7,10,11th st /kenyon st nw,10,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,,,,,0,,0,1,1,1,1,1,1,1,1,1,1,1,1, 5:00 PM,12:00 AM,1,1,1,1,1,1,1,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-19T10:34:50.000Z,1101 KENYON STREET NW,1,NW,1A,1A06,C-2-A,20010,Cluster 2,Columbia Heights,,,,Columbia Heights,,,,302,3,397573.56,140228.27,11th st bar -grill,,-79.99488089,38.8915452
-77.043886671445591,38.904318407564318,100,1075,1087,smith wollens,2012-10-19T10:50:41.000Z,Unknown,bs21224,,185657,,unenclosed,1,0,1,0,29,,4,60,1,0,0,,,,,,,Movable,2,,61,30,1830,4,12,120,l st /19th st nw,120,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,,,,,0,,0,1,1,1,1,1,1,1,1,1,1,1,1,11:00 AM,12:00 AM,1,1,1,1,1,1,1,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-19T10:44:07.000Z,1112 19TH STREET NW,2,NW,2B,2B06,C-3-C,20036,Cluster 6,Golden Triangle,Golden Triangle BID,,,,,,,207,2,396193.53,137384.73,smith wollens,,-80.02655339,38.86509875
-77.043859724682008,38.904555788037008,101,1076,1088,nooshi,2012-10-19T10:58:16.000Z,Unknown,57856,,b17562,same,unenclosed,0,0,1,1,30,,4,60,1,0,0,,,,36,2,4,Movable,,,32,27,864,3,12,120,l st /19th st nw,120,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,,,,,0,,0,1,1,1,1,1,1,1,1,1,1,1,1,10:00 AM,11:00 PM,1,1,1,1,1,1,1,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-19T10:52:46.000Z,1120 19TH STREET NW,2,NW,2B,2B06,C-3-C,20036,Cluster 6,Golden Triangle,Golden Triangle BID,,,,,,,207,2,396195.88,137411.08,nooshi,,-80.02626001,38.86534386
-76.990540629726553,38.900023697175392,102,1077,1089,kyons,2012-10-19T11:09:17.000Z,Unknown,pa61405,,,100120,unenclosed,1,1,0,1,11,,3x3,44,1,0,1,3,8,,32,,4,,,,30,15,450,4,7,40,12th st and h st ne,30,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,,,,,0,,0,0,0,0,0,1,0,1,1,1,1,1,0,12:00 PM,12:00 AM,1,0,1,1,1,1,1,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-19T11:01:19.000Z,1125 H STREET NE,6,NE,6A,6A02,HS/C-2-A,20002,Cluster 25,Near Northeast,,,,H St N.E.,,,,104,1,400820.74,136907.11,kyons,,-80.03187102,38.86065577
-77.043750651240202,38.904727888715442,103,1078,1090,luigi's,2012-10-19T11:17:09.000Z,Unknown,,,112011,,unenclosed,0,0,1,0,12,,4 (square circle),32,0,0,0,,,,,,,,,,18,20,360,2,15,200,l st /19th st nw,200,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,,,,,0,,0,1,1,1,1,1,1,1,1,1,1,1,1,11:00 AM,12:00 AM,1,1,1,1,1,1,1,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-19T11:12:22.000Z,1132 19TH STREET NW,2,NW,2B,2B06,C-3-C,20036,Cluster 6,Golden Triangle,Golden Triangle BID,,,,,,,207,2,396205.35,137430.18,luigi's,,-80.02604734,38.86552153
-77.005494549189692,38.906023064570014,104,1079,1091,harris teeter,2012-10-19T11:22:26.000Z,Unknown,,,,,unenclosed,0,0,0,0,12,,3x3,22,0,0,0,,,,,,,,,,72,7,504,8,,15,m st ne,10,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,,,,,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-19T11:19:21.000Z,1201 1ST STREET NE,6,NE,6C,6C04,C-3-C,20002,Cluster 25,Near Northeast,NoMa BID,,,,,,,506,5,399523.62,137573.06,harris teeter,,-80.02445642,38.86685059
-77.05686975904058,38.905398135608813,105,1080,1092,das,2012-10-19T11:29:10.000Z,Unknown,b374196,,1101388,1100082,unenclosed,0,0,1,1,8,,3x3,18,1,0,1,3,7,,36,1,7,Bolted,,,37,9,333,5,6,5,m st /28th st nw,5,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,,,,,0,,0,1,1,1,1,1,1,1,1,1,1,1,0,11:00 AM, 3:00 AM,1,1,1,1,1,1,1,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-19T11:23:56.000Z,1201 28TH STREET NW,2,NW,2E,2E06,C-2-A,20007,Cluster 4,Georgetown,Georgetown BID,,,,Georgetown Historic District,,,206,2,395067.47,137505.21,das,,-80.02521192,38.86621946
-77.044642097107356,38.906980990708213,106,1081,1093,bread & brew,2012-10-19T11:43:49.000Z,Unknown,,,169822,,unenclosed,0,0,1,0,9,,3x3,18,1,0,1,3,6,,42,2,5,Bolted,,,28,15,420,3,12,40,n st /20th st nw,40,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,,,,,0,,0,1,1,1,1,1,1,1,1,1,1,1,1,11:00 AM, 2:00 AM,1,1,1,1,1,1,1,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-19T11:32:48.000Z,1247 20TH STREET NW,2,NW,2B,2B06,DC/C-3-C,20036,Cluster 6,Golden Triangle,Golden Triangle BID,,,,,,,208,2,396128.15,137680.33,bread & brew,"spoke with the owner ms terry she stated that permitting told her, because she is on a plat form she's not considerd a cafe' but an outer extension of the restaurant.",-80.02326198,38.86784839
-77.043790621778783,38.904858764728793,107,1082,1094,science club,2012-10-19T11:50:50.000Z,Unknown,,,,,unenclosed,0,0,0,0,6,,4,,1,0,0,,,,42,1,6,Bolted,4,,12,18,216,5,9,140,m st /19th st nw,140,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,,,,,0,,0,1,1,1,1,1,1,1,1,1,0,0,0, 4:00 PM, 2:00 AM,0,1,1,1,1,1,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-19T11:45:45.000Z,1136 19TH STREET NW,2,NW,2B,2B06,C-3-C,20036,Cluster 6,Golden Triangle,Golden Triangle BID,,,,,,,207,2,396201.89,137444.71,science club,closed on weekends,-80.02588556,38.86565669
-77.029037775818949,38.916716000433368,108,1083,1095,starbucks,2012-10-19T11:56:18.000Z,Unknown,,,,,unenclosed,0,0,0,0,10,,square,19,0,0,1,,5,,,,,,,,27,13,351,5,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-19T11:52:51.000Z,1250 U STREET NW,1,NW,1B,1B02,ARTS/C-2-A,20009,Cluster 3,Cardozo/Shaw,,,,Logan Circle,Greater U Street Historic District,,,305,3,397481.94,138760.45,starbucks,,-80.011233,38.87789477
-77.005464761054867,38.906972816844998,109,1084,1096,roti mediterranean grill,2012-10-19T12:03:16.000Z,Unknown,,,,,unenclosed,0,0,0,0,14,,3x3,28,0,0,1,2,6,,,,,,,,50,8,400,7,,20,patterson st ne,20,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,,,,,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-19T11:59:41.000Z,1275 1ST STREET NE,6,NE,6C,6C04,C-3-C,20002,Cluster 25,Near Northeast,NoMa BID,,,,,,,506,5,399526.21,137678.49,roti mediterranean grill,,-80.02328246,38.86783128
-77.005464761054867,38.906972816844998,110,1085,1097,potbelly,2012-10-19T12:10:15.000Z,Unknown,,,1003238,,unenclosed,0,0,1,0,9,,4x4,20,0,0,0,,,,,,,,,,55,7,385,7,,15,patterson st ne,15,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,,,,,0,,1,1,1,1,1,1,1,1,1,1,1,1,1, 7:00 AM, 7:00 PM,1,1,1,1,1,1,1,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-19T12:04:53.000Z,1275 1ST STREET NE,6,NE,6C,6C04,C-3-C,20002,Cluster 25,Near Northeast,NoMa BID,,,,,,,506,5,399526.21,137678.49,potbelly,,-80.02328246,38.86783128
-77.030662695217273,38.917217619644255,111,1086,1098,sushi,2012-10-19T12:17:55.000Z,Unknown,61163,,168635,,unenclosed,0,0,1,0,6,,square,12,1,0,1,,,,36,,5,,,,24,10,240,3,9,,,,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-19T12:13:00.000Z,1301 U STREET NW,1,NW,1B,1B02,ARTS/CR,20009,Cluster 3,Cardozo/Shaw,,,,,Greater U Street Historic District,,,305,3,397341.04,138816.18,sushi,mgr.will apply for a public space permit.,-80.01061226,38.8784131
-77.030662695217273,38.917217619644255,112,1087,1099,alero restaurant,2012-10-19T12:27:45.000Z,Unknown,,,86545,,unenclosed,0,0,1,0,22,,standard 3,44,1,0,1,,2,,36,2,24,,12,,41,18,738,3,,7,13th st nw,15,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-19T12:21:55.000Z,1301 U STREET NW,1,NW,1B,1B02,ARTS/CR,20009,Cluster 3,Cardozo/Shaw,,,,,Greater U Street Historic District,,,305,3,397341.04,138816.18,alero restaurant,,-80.01061226,38.8784131
-77.031374096243582,38.896375172629355,113,1088,1100,avenue grill,2012-10-19T12:36:16.000Z,Unknown,,,,,unenclosed,0,0,0,0,6,,square,28,0,0,1,6,,,,,,,,,57,10,570,3,15,100,14th st /penn,100,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,,,,,0,,0,1,1,1,1,1,1,1,1,1,1,1,1, 6:30 AM,10:00 PM,0,1,1,1,1,1,1,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-19T12:30:38.000Z,1331 PENNSYLVANIA AVENUE NW,2,NW,2F,2F03,DD/C-5,20004,Cluster 8,Downtown,Downtown BID,,,,Pennsylvania Avenue National Historic Site,,,101,1,397278.55,136502.52,avenue grill,this location is a summer garden.,-80.03637504,38.85689195
-77.024197292843681,38.908433664124104,114,1089,1101,azi's cafe',2012-10-19T12:43:15.000Z,Unknown,8595,,,06010,unenclosed,1,0,0,1,5,,2x2,10,1,0,0,,,,36,3,4,Movable,,,25,11,275,,8,8,o st nw,13,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,,,,,0,,0,1,1,1,1,1,1,1,1,1,1,1,1, 7:00 AM, 7:00 PM,1,1,1,1,1,1,1,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-19T12:37:47.000Z,1336 9TH STREET NW,2,NW,2F,2F06,C-2-A,20001,Cluster 7,Logan Circle/Shaw,,,,Logan Circle,Blagden Alley/Naylor Court,,,307,3,397901.48,137840.92,azi's cafe',,-80.02147375,38.86934215
-77.032234102872408,38.908979160611501,115,1090,1102,tj's gourment,2012-10-19T12:50:38.000Z,Unknown,,,,,unenclosed,0,0,0,0,4,,4 in (circle),8,0,0,1,1,6,,,,,,,,17,6,102,3,7,60,l st /14th st nw,60,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,,,,,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,11:00 AM,10:00 PM,1,1,1,1,1,1,1,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-19T12:45:38.000Z,1400 14TH STREET NW,2,NW,2F,2F02,ARTS/C-3-A,20005,Cluster 7,Logan Circle/Shaw,,,,Logan Circle,Greater Fourteenth Street Historic District,,,208,2,397204.44,137901.69,tj's gourment,no paper work on site,-80.02079703,38.8699074
-77.032347083087402,38.896500033238922,116,1091,1103,cafe du pare,2012-10-19T12:59:25.000Z,Unknown,0900196,,139178,1100046,unenclosed,1,0,1,1,29,,square,81,1,0,1,15,7,,36,1,,Bolted,36,,77,40,3080,3,18,100,15th st /penn.,100,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,,,,,0,,0,0,0,0,0,1,1,1,1,1,0,0,0, 6:00 AM,10:00 PM,1,1,1,1,1,1,1,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-19T12:53:11.000Z,1401 PENNSYLVANIA AVENUE NW,2,NW,2F,2F03,DD/C-5,20004,Cluster 8,Downtown,Downtown BID,,,,Pennsylvania Avenue National Historic Site,,,207,2,397194.15,136516.41,cafe du pare,,-80.03622042,38.85702117
-77.028296220145165,38.909150708828136,117,1092,1104,pizzolis pizzeria,2012-10-19T13:07:58.000Z,Unknown,61095,,1002074,,unenclosed,0,0,1,0,7,,2x2,21,1,0,0,,,12,36,,4,Bolted,48,,24,20,480,3,6,50,12th st /p st nw,45,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,11:00 AM,12:00 AM,1,1,1,1,1,1,1,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-19T13:01:15.000Z,1418 12TH STREET NW,2,NW,2F,2F04,R-5-C,20005,Cluster 7,Logan Circle/Shaw,,,,Logan Circle,Shaw Historic District,,,307,3,397545.99,137920.62,pizzolis pizzeria,,-80.02058623,38.87008348
-77.032814682243909,38.896833663100125,118,1093,1105,occindental grill,2012-10-23T10:13:28.000Z,Unknown,,,,,unenclosed,0,0,0,0,28,,square,82,1,0,1,34,7,,36,1,5,,36,,83,40,3320,3,18,30,15th and penn.ave,30,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,,,,,0,,1,1,1,1,1,1,1,0,1,1,1,1,1,11:00 AM,10:00 PM,1,1,1,1,1,1,1,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-23T10:06:22.000Z,1475 PENNSYLVANIA AVENUE NW,2,NW,2F,2F03,DD/C-5,20004,Cluster 8,Downtown,Downtown BID,,,,Pennsylvania Avenue National Historic Site,,,207,2,397153.6,136553.46,occindental grill,,-80.03580798,38.85736585
-77.038188641428746,38.910583013619899,119,1094,1106,pizza no 17,2012-10-23T10:21:11.000Z,Unknown,,,98055,05139,unenclosed,0,0,1,1,7,,square long,22,1,0,0,,10,10,6,1,5,Bolted,,,17,19,323,1,6,25,church st /19th st,25,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,,,,,0,,1,0,0,1,1,1,1,1,1,1,1,1,1,11:00 AM,11:00 PM,1,1,1,1,1,1,1,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-23T10:15:09.000Z,1523 17TH STREET NW,2,NW,2B,2B05,D/DC/C-2-B,20036,Cluster 6,Dupont Circle,,,,,Dupont Circle Historic District,,,208,2,396688.06,138079.93,pizza no 17,will need to return,-80.01881214,38.87156529
-77.038266570279646,38.91098809338466,120,1095,1107,trio,2012-10-23T10:30:46.000Z,Unknown,b389306,,b107882,,unenclosed,1,0,1,0,44,,square,88,1,0,0,,,10,36,,4,Bolted,,,65,17,1105,3,6,20,o st /11th st nw,20,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,,,,,0,,1,1,1,1,1,1,1,1,1,1,1,1,1, 8:00 AM, 2:00 AM,1,1,1,1,1,1,1,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-23T10:22:56.000Z,1537 17TH STREET NW,2,NW,2B,2B05,D/DC/C-2-B,20009,Cluster 6,Dupont Circle,,,,,Dupont Circle Historic District,,,208,2,396681.32,138124.9,trio,all permits are old,-80.01831134,38.87198357
-77.038266570279646,38.91098809338466,121,1095,1388,trio,2013-01-09T10:44:57.000Z,Unknown,b389306,,b107882,,unenclosed,0,0,1,0,44,,square,88,1,0,0,,,10,36,,4,Bolted,,,65,17,1105,3,6,20,o st /11th st nw,20,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,,,,,0,,0,1,1,1,1,1,1,1,1,1,1,1,1, 8:00 AM, 2:00 AM,1,1,1,1,1,1,1,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-23T10:22:56.000Z,1537 17TH STREET NW,2,NW,2B,2B05,D/DC/C-2-B,20009,Cluster 6,Dupont Circle,,,,,Dupont Circle Historic District,,,208,2,396681.32,138124.9,trio,all permits are old,-80.01831134,38.87198357
